Designator,Quantity,Value,Footprint,Package,MPN,DNP,Mount_Type,Description
J1,1,TFC_10-pin,TFC_10-pin,,,,tht,"Generic connector, single row, 01x10, script generated (kicad-library-utils/schlib/autogen/connector/)"
J2,1,Header_10-pin,PinHeader_1x10_P2.54mm_Vertical,,,,tht,"Generic connector, single row, 01x10, script generated (kicad-library-utils/schlib/autogen/connector/)"
